Id,ProductId,Score,RatingLabel,Date,Summary,Text,Compound,VaderLabel,DominantEmotion,fear,anger,anticipation,trust,surprise,sadness,disgust,joy
182,B005CJVVJ8,5,Positive,2012-06-13,Marley's Mellow Mood Lite - Half Tea Half Lemonade,"This is an great product. The taste is great, and it works exactly as described. Superb natural sleep aid. AMAZING!",0.9667,Positive,none_detected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,B002TDK0VK,5,Positive,2010-11-16,Looking for a different flavor?,I order these olives a lot. They are un-like any other olives out there. The subtle flavors of the brine go great with cheeses. One of my favorite appetizer treats for guests.,0.7964,Positive,trust,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385
224,B001EO5ZMO,5,Positive,2012-03-04,Best tea ever!,This is an excellent tea.  One of the best I have ever had.  It is especially great when you prepare it with a samovar.,0.923,Positive,anticipation,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.2
239,B001EO5ZME,5,Positive,2012-02-28,Great tasting green tea and such a great deal.,"A very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertaste.<br /><br />In the 20+ years we have been drinking Ahmad teas not even once have we been disappointed. The superb quality of Ahmad teas has remained consistent throughout the years.<br /><br />I am so happy to find Ahmad teas available here (thanks Amazon!) because only a few stores carry it in my area and they are quite a few miles away. The current deal for the pack of 6 is superb (much cheaper than I can find locally).<br /><br />This is a great tasting tea, which I am happy to recommend.",0.983,Positive,trust,0.0,0.034482758620689655,0.13793103448275862,0.1724137931034483,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.13793103448275862
266,B000LKZK7C,5,Positive,2008-12-01,Sugar in the raw,Love this sugar.  I also get muscavado sugar and they are both great to use in place of regular white sugar. Recommend!,0.902,Positive,anticipation,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285
284,B000H13270,5,Positive,2010-09-07,Rotel saves me on a daily basis,"I use the Rotel Mild and I LOVE this product so much--it saves me on a daily basis.  If you're trying to cook lower fat, healthier foods and in a HURRY, this stuff makes it so much easier.  Ever notice that some canned tomatos have a weird ""tin can"" taste when you make spagehetti sauce or whatever?  For some reason this product doesn't have that.  It tastes so good you can just dump it in with a can of beans, heat and eat.<br /><br />or add some chili powder and now you have chili soup.  I also make indian dishes with this, and spicey spaghetti sauce.  I also prefer this to most canned salsas, so it works for things like quesadillas if you drain the liquid off.<br /><br />None of my local grocery stores carry it at all, nor do they carry anything like it.  So I have to pay Amazon's inflated price to order this by the case.  I don't like that I'm paying a higher price, but I LOVE LOVE LOVE the product.",0.9835,Positive,trust,0.029411764705882353,0.0,0.11764705882352941,0.14705882352941177,0.029411764705882353,0.08823529411764706,0.058823529411764705,0.11764705882352941
290,B001UJEN6C,5,Positive,2010-03-09,Great Energy,I bought these for my husband and he said they are the best energy shots out there. He takes one in the mornings and works hard all day. Good stuff!,0.8439,Positive,fear,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
307,B003EMU7EU,4,Positive,2010-10-21,could use only once,"I loved this mold!  I wished I could have used it for more than one occasion, but it didn't last.  I did use it to make 30+ suckers for my daughter's first birthday. But there was going to be no way that the mold could be salvaged after that.  I would have liked to have kept to use on other occasions, but for the price it didn't matter to me that much.  It served it's main purpose :)",0.4733,Positive,joy,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.2222222222222222
315,B001EPQ0J0,5,Positive,2010-11-22,Very Tasty,"I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both.",0.6897,Positive,trust,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
319,B00283TPYE,5,Positive,2012-10-20,Swiss Chalet,"service was great, but I meant to buy Swiss Chalet chicken SAUCE not the Marinade :)<br /><br />Love the sauce - have yet to try the marinade",0.7294,Positive,fear,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,B004OYBN7C,5,Positive,2011-05-15,ABSOLUTELY DELICIOUS!,"These individually wrapped pieces are delicious (although I wish there were a few more). Mildly sweet with no sugar-free aftertaste, even a traditional ""marzipan-aholic"" should enjoy these.",0.8928,Positive,joy,0.0,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.0,0.0,0.23076923076923078
335,B00469VSJI,1,Negative,2012-05-11,Does not taste very good,"Taste like it is stale.  Will not order this again.  I had this coffee at a 50th year annerversery at a reception hall and had to have it.  This stuff tasted NOTHING, like the Douwe Egberts at the hall.  This is possibly stale coffee.",0.1002,Positive,none_detected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,B002O3VHXU,4,Positive,2012-01-21,A saving grace for Green Mountain Coffee...,"When we received our Keurig Elite for Christmas, we were so excited to break open the sample pack of pods to try out different blends and flavors. Of the 12 pods we had in the box, four were Green Mountain Coffee brand. I'd never tried anything from this company before, but from what I had researched online, they have the largest range of Keurig pods and have even bought out competitors to produce coffee under their brand names as well.<br /><br />Unfortunately, I was immediately disappointed by the quality of the coffee. We tried their Dark Magic, Decaf and Breakfast Blend and all were underwhelming, to say the least. I was almost completely set on writing off Green Mountain altogther.<br /><br />We had one GM pod left and being of the mindset of waste-not-want-not, I figured I'd give it one last go around before forgetting about them completely. And I'm glad I did.<br /><br />The Nantucket Blend is a perfectly pleasing cup of coffee. It is nice and flavorful without being thick and pungent (unlike some of the other GM blends we tried). I added some flavored creamer to it and it almost measures up to our go-to Caribou Blend pods. Almost. All in all, this is a very standard cup of coffee which, while it isn't anything new or exciting, is very pleasing and definitely one of the better Keurig options we've been able to test out. When we run out of all the pods we've accumulated, I'll probably pick up a box of these as well.<br /><br />Now that I know Green Mountain isn't completely disappointing I'll definitely be open to trying a few more of their coffees (with our promotion for getting the bewer we ordered <a href=""http://www.amazon.com/gp/product/B004I3Y4IE"">Green Mountain Coffee Golden French Toast,  K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count</a> to try as well) and see how it goes from there.<br /><br />If you're looking for a go-to choice, this is your cup!",0.9937,Positive,anticipation,0.0,0.030303030303030304,0.12121212121212122,0.06060606060606061,0.09090909090909091,0.06060606060606061,0.06060606060606061,0.09090909090909091
393,B001FA1MCO,5,Positive,2011-05-22,Ham Base,This is a great ham soup base.  I have used it in Ham and beans and seasoned greenbeans.  Great flavor,0.8481,Positive,trust,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
398,B001ELL6O8,5,Positive,2008-04-29,Perfect mix for egg-allergic!,The pancakes taste great without any recipe adjustments for my son's egg allergy.  It's also great for camping or any time you'd like to be able to make pancakes without having fresh eggs available.,0.867,Positive,anticipation,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
415,B003XV5LHK,5,Positive,2011-04-09,Double the pleasure!,"If you like Oreo's or the Oreo cakester, then you've got to try the Double Stuff cakesters!!! These are the best!! Side note: shipping was very slow, but maybe your chances will be better.",0.8902,Positive,surprise,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
421,B004X8TK8I,5,Positive,2012-05-22,Wow,"I was not expecting to like these cookies as much as I do. I like chocolate chip cookies well enough, but I really prefer a soft cookie to crisp ones. I have to say these Famous Amos cookies have pertty much turned me around. The cookies are rich and have that depth of flavor that comes from quality ingredients. The chips are real chocolate and melt redilly in your mouth creating a moist experience while chewing. These are truly great cookies.",0.9635,Positive,trust,0.0,0.0,0.16666666666666666,0.3333333333333333,0.05555555555555555,0.0,0.0,0.1111111111111111
467,B000G6RYNE,5,Positive,2009-01-12,"One bite and you'll become a ""chippoisseur""","I'm addicted to salty and tangy flavors, so when I opened my first bag of Sea Salt & Vinegar Kettle Brand chips I knew I had a perfect complement to my vegetable trays of cucumber, carrot, celery and cherry tomatoes. Skip the dip; balance the tangy chips by alternating bites of raw vegetable.<br /><br />As an Oregonian, I'm proud to share these delectable snacks with friends, especially those living outside our state and who haven't experienced gourmet chips. I tell them Kettle Brand does for potato chips what microbrews did for beer.<br /><br />Kettle Brand potato chips are unmistakable--a light gold color, rich flavor and amazing crunch. Kettle Brand chips are also a healthier snacking option than the major chip brands. Kettle Brand chips don't have trans fats, MSG or artificial flavors and colorings. The company also has a line of organic potato chips and all of their products are certified Kosher.<br /><br />I also recommend <a href=""http://www.amazon.com/gp/product/B000G6MBV4"">Kettle Chips Honey Dijon</a> and <a href=""http://www.amazon.com/gp/product/B000G6Q4GM"">Kettle Chips Spicy Thai</a>.<br /><br />Annette Solomon, a reporter for the Salem Statesman Journal recently noted that a glass of wine goes nicely with these chips. Solomon wrote, ""...you could be missing out on a wonderful pairing. These chips are spicy, so you would want to select a semi-sweet white wine. Also, a moderate amount of acid will subdue the strong flavors of ginger, lime, garlic and cilantro without over-powering them. Classically, a German-style Riesling fits these parameters perfectly.""",0.9901,Positive,trust,0.017857142857142856,0.017857142857142856,0.08928571428571429,0.17857142857142858,0.03571428571428571,0.03571428571428571,0.017857142857142856,0.14285714285714285
473,B000G6RYNE,4,Positive,2008-07-30,Yummy chips,"These are delicious.  The 2 oz bags are a bit big for school lunches, definitely more than a serving.",0.7506,Positive,trust,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
477,B000G6RYNE,5,Positive,2008-07-14,Box-o-Chips,"These chips were a great deal.  Kettle was having a special deal for the case of chips.  They are hard to find in Vegas and are my favorite flavor. Shipping was very fast, sooner than expected.",0.8555,Positive,joy,0.05263157894736842,0.0,0.15789473684210525,0.15789473684210525,0.10526315789473684,0.05263157894736842,0.0,0.21052631578947367
484,B000G6RYNE,2,Negative,2008-06-30,70% of the chips in the bag are over cooked,I like Kettle chips but was really disappointed with this order because they were over cooked.  I bought a bigger sized bag from Costco and the chips were all cooked perfectly. So I don't know why these were different.<br />Will never buy these chips from here again.,0.4516,Positive,anger,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0
485,B000G6RYNE,5,Positive,2008-06-29,Great chips!,For some reason Amazon would not ship these to Alaska!..so I sent them to my grandchildren who got to enjoy them.  They are very good chips! Amazon should rethink the shipping to Alaska thing.  I would order groceries online.,0.8638,Positive,anticipation,0.0,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.0,0.0,0.18181818181818182
496,B000G6RYNE,5,Positive,2008-01-27,amazing chips,"i rarely eat chips but i saw these and tried them. they are really amazing. i love cheddar too, but the chips are really thin and crunch and delicious flavor. i recommend them.",0.9724,Positive,joy,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222
503,B000G6RYNE,5,Positive,2012-10-02,Delicious!!,Perfect!! They are my favorite because I can season with a variety of spices to exactly suit my tastes without all the salt!,0.8213,Positive,trust,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
504,B000G6RYNE,4,Positive,2012-01-31,I like them.,"Amazon's suggestion for a 4 star review is ""I like it.""  That being said, I gave a 5 star review to the Spicy Thai chips.  These chips are perfect for people that enjoy a spicy chip, but whose taste buds don't appreciate the added sweetness and ginger flavor.  The only thing I REALLY dislike about these chips (along with the rest of the flavors) is that the serving size is HALF the bag.  Really?  Who can eat half and save the rest for later???  Not me...",0.7866,Positive,trust,0.0,0.038461538461538464,0.15384615384615385,0.19230769230769232,0.0,0.0,0.038461538461538464,0.19230769230769232
510,B000G6RYNE,1,Negative,2009-09-12,Surprise 1  It's different...,"Kettle chips now look, feel and taste like Lays.  These chips used to be my favorite when it was crinkle cut and hefty.  Now, no longer my favorite.",0.6369,Positive,trust,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333
519,B000G6RYNE,3,Neutral,2009-12-25,boulder salt and malt vinegar chips are way better,"These are decent, but if you want a realllly good salt and vinegar chip, try Boulder's Salt and Malt Vinegar chips.  THOSE are awesome.",0.899,Positive,anticipation,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
521,B000G6RYNE,5,Positive,2009-10-11,"Lightly Salted, Heavily Delicious!","These are the best potato chips that money can buy.  There is just enough salt to taste it, but not so much that it masks the lingering potatoey awesomeness after you've wolfed down a bag of these beauties.  Each chip has the perfect thickness - my teeth get excited every time I put one in my mouth!  Everything about these chips is so perfect, it's like they were made by God and delivered by Gabriel himself.  Now that I know Amazon carries these, I don't even have to leave my house to buy them!  I may never eat anything else again!",0.986,Positive,anticipation,0.0,0.037037037037037035,0.18518518518518517,0.14814814814814814,0.14814814814814814,0.037037037037037035,0.0,0.18518518518518517
525,B000G6RYNE,5,Positive,2008-01-18,Delicious Extra Crunchy,"These potato chips are excellent.There are no trans fats.<br /><br />They taste absolutely delicious.Whenever I am in the mood for potatoe chips, Kettles is the brand I buy.<br /><br />A great product that anyone should enjoy and I highly recommend them!<br /><br />Enjoy!",0.9176,Positive,trust,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111
541,B000G6RYNE,3,Neutral,2009-06-15,Not the Best,"These chips are okay.  Personally, I find the flavor combination on a greasy chip to be somewhat strange.  They're not necessarily bad but they're the kind of chip where you're only going to be able to have three of four chips before the flavor loses its novelty.",-0.2092,Negative,disgust,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111
557,B000G6RYNE,1,Negative,2008-11-17,They're Not Madhouse Munchies!!!,"DEfintely not as tasty as the Madhouse Munchies which are my family's favorite. Kettle's are dark/burnt,more broken bits, taste greasy-oily and not the light crunch. Oh well.",0.25,Positive,anger,0.1,0.2,0.0,0.1,0.0,0.1,0.0,0.1
581,B000G6RYNE,4,Positive,2012-09-27,Good chips,I don't know what to say that others have not covered. If you like potato chips you will like these. Get em on sale when you can and limit your intake...if you can...,0.6124,Positive,none_detected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,B000G6RYNE,5,Positive,2012-01-26,Amazing Service,"Package arrived DOUBLE boxed, wrapped, and the inside box(that holds the goods) perfect not a single dent or rough mark, outstanding packaging.<br /><br />The Product?<br /><br />These are the best chips on the planet, Salt 'N Vinegar flavor is beyond among the best chips I've ever had. You might, actually I'm sure you probably won't like it AT FIRST BITE 'IF' you have never had these before. But try it again.<br /><br />Not to mention, this particular flavor has held up in numerous surveys and comparisons against other manufactures.",0.846,Positive,joy,0.0,0.0,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.0,0.25
594,B000G6RYNE,2,Negative,2010-11-11,"Kettle Chips, Sea Salt","There is nothing too good or too bad about these chips. If you like plain potato chips, you'd like these. They are thicker than most brands, fresh out of box, very crunchy and not too salty (for me). One bag has a lot, I generally cannot finish it by myself. Part of the reason is that they are too oily (some chips almost look transparent, if you know what I mean). The taste of oil is a bit too overwhelming for me. If you are used to more spicy chips you may not like these since they do not have any spice, except salt, as the name says. I don't think I'll buy these again. The ""best by"" date on my bags are March 2011 and I ordered them at the end of October.",0.5807,Positive,fear,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693
598,B000G6RYNE,5,Positive,2009-11-03,Eating them for years.,"I found these more than 10 years ago in a health food store. After I bought one bag I found myself stopping by that store once a week to get these chips. The New York Cheddar flavor is so good, you will have a hard time not eating a whole bag.",0.4101,Positive,anticipation,0.0,0.0,0.21052631578947367,0.21052631578947367,0.05263157894736842,0.0,0.0,0.21052631578947367
606,B000G6RYNE,5,Positive,2008-07-29,the defacto standard for Salt and Vinegar chips,"I've always liked Salt and Vinegar chips but most of the time the stronger flavor was at the bottom of the bag. Not with these, the vinegar is overflowing right from the first chip and doesnt stop until you've finished the bag. These are very addictive. If you like salt and vinegar, these are the ultimate chips. Nothing else compares.",0.8715,Positive,anticipation,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
615,B000G6RYNE,5,Positive,2007-05-04,yummy for your tummy,"The New York Cheddar flavor is my favorite of all the Kettle Brand potato chips. These are flavorful and crunchy and will make your mouth happy. Unfortunately, it may do the opposite to your backside, so don't do what my mom did and eat an entire bag on an empty stomach or you may spend the afternoon in the bathroom.<br /><br />I still give it a 5 of 5 stars.<br /><br />Also, the online price at Amazon is better than anywhere else I've seen them. Combined with Amazon Prime you'll be getting a great deal on these chips.",0.9169,Positive,trust,0.0,0.0,0.15789473684210525,0.21052631578947367,0.10526315789473684,0.0,0.05263157894736842,0.21052631578947367
619,B000G6RYNE,3,Neutral,2007-09-30,I dont know if...,I dont know if they were fresh or if they were supposed to taste like they did. I checked the expiration date it was current but still tasted kind of stale to me !!!,0.5067,Positive,trust,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25
633,B000G6RYNE,3,Neutral,2012-09-12,Things you need to know,"Yes, they are good. However, they are absolutely inundated with the flavoring stuff, which is initially satisfying then becomes ""too much"". And certainly isn't good for the waistline or general nutritional issues.<br /><br />AND the package can't be opened without a sharp implement. I couldn't pull it apart at the top as I am used to doing. I don't normally carry a knife or scissors and don't have rodent teeth. Well, I was hungry and was able to rip the bag using my car key. Even then, the bag was *wow* thick and tough.<br /><br />On the package it says these are ""Krinkle Cut"" chips. Turns out that means the corrugated kind, not what I wanted. I don't eat ripple/ridged style chips any more because they take the skin off the roof of my mouth. So this information is important.<br /><br />These are good but so are other brands with which I don't have these problems.",0.915,Positive,trust,0.027777777777777776,0.0,0.1388888888888889,0.19444444444444445,0.1111111111111111,0.05555555555555555,0.0,0.1111111111111111
661,B002BCD2OG,5,Positive,2012-08-07,Great stuff!,"I love using this to sweeten tea, coffee, etc. It tastes much better than other low glycemic sweeteners - there is no bitter aftertaste.",0.8091,Positive,joy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
674,B00112B9T2,5,Positive,2009-06-16,Best tea I ever had,"I was out to dinner with friends & family at ""The Saloon"" in ""Rte 46 Entertainment Complex"" in Sanford FL. Besides having an awesome staff (ask for Keith) and fabulous food (the escargot is a MUST) they serve China Mist tea. This is the 1st time I chose the Tropical Organic Green -- I have no doubt it is the best flavored tea I have ever had.",0.9623,Positive,trust,0.07142857142857142,0.0,0.07142857142857142,0.2857142857142857,0.0,0.07142857142857142,0.0,0.14285714285714285
707,B000G6MBX2,5,Positive,2008-07-14,FANFREAKINTASTIC,These chips are FANFREAKINTASTIC. They are with out a doubt the best chips that I have ever had. A nice sweet smoky flavor and then a little bit-o-heat. OH YA BABY.,0.8176,Positive,trust,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111
718,B000G6MBX2,3,Neutral,2010-07-06,Kind of Bland,"These were not flavorful enough for my taste. It seems that all the seasoning falls off the chips and sinks to the bottom of the bag. Too bad, because I really liked the idea of a healthier potato chip. I would not buy these again.",-0.1045,Negative,sadness,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0
756,B0035YE9CS,5,Positive,2012-09-27,Better than anything in the supermarket!,I recently acquired a bottle of this and was immediately impressed.  It has good flavor without all the excessive saltiness of supermarket brands.  I've used it for marinades and dipping sauces in addition to straight use and in all cases it has added a little something extra.  Quite a surprise to find an American made soy sauce that tastes this good!,0.9177,Positive,anticipation,0.09523809523809523,0.0,0.14285714285714285,0.09523809523809523,0.14285714285714285,0.047619047619047616,0.0,0.14285714285714285
782,B0018DQFPC,3,Neutral,2010-01-09,speedy shipping,I was very happy with the quick shipping as i needed it for a school product for my daughter but when it came in the roof was broken and the corner of the house was broken. I couldn't send it back as i needed for a project.,-0.7785,Negative,fear,0.13333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.0,0.13333333333333333,0.0,0.13333333333333333
783,B0018DQFPC,4,Positive,2009-07-18,"My sons 9 & 11 loved making this, as easy enough to do by themselves. With adult supervision any age can do this neat project.","Really easy project for family fun anytime not just for Christmas. Just put icing between cookies and stack. Then ice outside and decorate. Great for all ages. Strawberry licorice rope looks like stuck together but just find end and unwind.<br /><br />* CAUTION UNDER 3** Small hard candy decorations swallowing hazard.<br /><br />Comes with everything you need except bowls an spoons.<br />contains :<br />cookie pieces<br />Large bag yellow colored icing ( East to mix with just fork, you add water slowly as to not get to thin)<br />small white icing bag (you add water slowly)<br />green color to add to small amount of white<br />3 clear decorator<br />4 plastic decorator tips ( can save to reuse)<br />small bead candy for decoration 9chokign hazard)<br />strawberry licorice rope<br />1 small tube of orange writing icing<br />Hard candy wreath decoration about 2"" diameter<br />Gummy Spongebob about 4"" tall<br />Gummy Patrick about 4"" tall<br /><br />Icing set up hard so when you go to eat  it has to be pried apart in pieces. Cookies do get a little softer in the middle.<br /><br />Make anytime of year. Leave off wreat and Patrick and cut out Spongebob's head so does not look like chirstmas.",0.7455,Positive,joy,0.07692307692307693,0.0,0.11538461538461539,0.15384615384615385,0.0,0.0,0.0,0.19230769230769232
793,B000UZMJZO,4,Positive,2008-04-27,delicious,"This tea is the best tea i've ever had. i first tasted it in norway, and had to find it in the states. i have it every morning.",0.6369,Positive,none_detected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,B00285FF6O,5,Positive,2012-01-19,Heavenly Action,"This is the best caramel/chocolate combination I have ever tasted. The caramel is liquid and complements the Ghiradelli chocolate perfectly. Do not try this brew if you are attempting to lose weight - you will end up an addict like me.<br />  The Ghiradelli product is far better than the Caramello/Hershey product in every way. The Caramello chocolate lacks the refined taste of the Ghiradelli squares, and the Caramello caramel is harder and not as sublime in taste. Comparing the two is like comparing Warren Buffett to myself in terms of wealth. Unfortunately I am the Caramello bar in this regard.<br />  At the very least try the Ghiradelli.",0.9371,Positive,trust,0.0625,0.03125,0.125,0.15625,0.09375,0.0625,0.0625,0.15625
803,B0067R3Q9M,5,Positive,2012-03-04,Yum!,Low calorie and satisfying. These soups are a nice fill in when you don't want too much but don't want to be hungry for a few hours.,0.2278,Positive,anticipation,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0
805,B004S0AQHA,3,Neutral,2011-07-12,Even at $15 seems a little overpriced.,"It looks pretty, but the contents are very minute and seem to not be of very high quality. There's a plastic cup for the tea that looks like it came from a dollar store. The basket is nice, though.",0.8422,Positive,anticipation,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.2222222222222222
